"%Acm. Venda","Código Produto","Produto : Empresa","Código Empresa","Embalagem Unitária","Itens (SKU)","Quantidade em Estoque","Quantidade Reservada","Quantidade Disponível","Valor Preço de Venda","%Partic. Pr.Vda","Preço Vda Unitário","Valor Custo Líquido","%Partic. Cto Liq.","Custo Liq. Unitário","Cto. Liq Unitário (Líquido de ICMS)","Cto. Liq Unitário (Líquido de ICMS) Total","Lucrat. Marg %","Lucratividade Unit.","Lucratividade Valor","%Partic. Lucrat.","% Mark Up","% Mark Down","Valor Custo Bruto","% Partic. Cto Bruto","Cto Bruto Unitário","Contribuição Valor","% Partic. Contrib.","Contrib. Marg %","Qtd. Pend. Ped.Compra","Qtd. Pend. Ped.Exped.","Média Vda/Dia","Dias de Estoque","Dias Ult. Entrada","Dias Ult. Entrada c/ Alt. Custo","Peso Bruto","%Partic. Peso Brt","Peso Líquido","Despesa Venda","Compror","Descontos Diversos","Descontos Transf. PIS","Descontos Transf. COFINS","Descontos Transf. IPI","Descontos Transf. Lucro","Descontos Transf. Verba","Descontos Transf. Diferença","Descontos Transferências","Descontos Totais","Comissão s/ Venda","Tot.Impostos s/ Venda","ICMS s/ Venda","PIS s/ Venda","COFINS s/ Venda","Outros Impostos","Código Acesso","Estq Emp","Custo Fiscal Unit.","Custo Fiscal Total","Despesa Fixa Unit.","Desconto Fixo Unit.","Despesa Fixa","Desconto Fixo","Descontos Transf. Rest.ICMS/ST","Quantidade Estoque Mínimo","Quantidade  Estoque Máximo","Quantidade  Dias Sem Vendas"
"0,00","113472","*BERCO CHIVAS REGAL 1L GANHE COPO THE ROCKS : 501-MM SP","501","UN 1","1","1.632,000","0,000","1.632,000","0,00","0,00","0,00","5.161,96","0,01","3,1630","2,5500","4.163,18","","-3,16","-5.161,96","0,47","-100,00","","5.161,96","0,01","3,1630","-5.161,96","-0,09","","0,000","0,000","0,000","0,00","1.014,0","1.015,0","16,320","0,00","16,320","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","1.632,000","2,55","4.163,17","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2050"
"0,00","113471","*CARTUCHO CHIVAS REGAL 1LGANHE COPO THE ROCKS : 501-MM SP","501","UN 1","1","1.632,000","0,000","1.632,000","0,00","0,00","0,00","5.161,96","0,01","3,1630","2,5500","4.163,18","","-3,16","-5.161,96","0,47","-100,00","","5.161,96","0,01","3,1630","-5.161,96","-0,09","","0,000","0,000","0,000","0,00","1.014,0","1.015,0","16,320","0,00","16,320","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","1.632,000","2,55","4.163,17","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2050"
"0,00","113470","*COPOS WHISKEY CHIVAS CAPRI 340ML MOD2 : 501-MM SP","501","UN 1","1","600,000","0,000","600,000","0,00","0,00","0,00","4.006,92","0,01","6,6782","6,1900","3.715,64","","-6,68","-4.006,92","0,36","-100,00","","4.006,92","0,01","6,6782","-4.006,92","-0,07","","0,000","0,000","0,000","0,00","1.014,0","1.015,0","133,200","0,00","133,200","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","600,000","6,19","3.715,64","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2050"
"0,00","115967","*DISPLAY ESMALTE RISQUE  : 501-MM SP","501","UN 1","1","284,000","0,000","284,000","284,00","0,00","1,00","12.022,43","0,03","42,3325","34,1800","9.706,94","-4147,25","-41,47","-11.778,19","1,06","-97,64","-4.133,25","12.022,43","0,03","42,3325","-11.741,27","-0,21","-4134,25","0,000","0,000","0,000","0,00","197,0","451,0","227,200","0,01","227,200","36,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,84","0,00","51,12","4,69","21,58","0,00","7893596204005","284,000","34,18","9.706,94","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","142"
"0,00","114847","*KIT 10 MASCARAS NINJA 1 ADULTO : 501-MM SP","501","UN 1","1","240,000","0,000","240,000","0,00","0,00","0,00","10.838,40","0,03","45,1600","32,8500","7.884,94","","-45,16","-10.838,40","0,98","-100,00","","10.838,40","0,03","45,1600","-10.838,40","-0,19","","0,000","0,000","0,000","0,00","633,0","633,0","48,000","0,00","24,000","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7909661362904","240,000","32,85","7.884,94","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1667"
"0,86","18557","*PALLET CHEP : 501-MM SP","501","PC 1","1","17.491,000","0,000","17.491,000","408.414,85","0,86","23,35","338.488,63","0,83","19,3522","19,3500","338.488,63","1,12","0,26","4.579,84","-0,41","20,66","17,12","338.488,63","0,83","19,3522","61.757,92","1,09","15,12","0,000","0,000","0,000","0,00","1,0","491,0","437.275,000","13,26","437.275,000","57.178,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8.168,30","0,00","0,00","0,00","0,00","0,00","","17.491,000","45,08","788.531,61","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","5475"
"1,13","18560","*PALLET DE MADEIRA PADRAO  : 501-MM SP","501","PC 1","1","6.536,000","0,000","6.536,000","130.720,00","0,27","20,00","65.360,00","0,16","10,0000","10,0000","65.360,00","29,00","5,80","37.908,80","-3,43","100,00","50,00","65.360,00","0,16","10,0000","62.745,60","1,11","48,00","0,000","0,000","0,000","0,00","1,0","491,0","163.400,000","4,96","163.400,000","24.836,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.614,40","0,00","0,00","0,00","0,00","0,00","","6.536,000","10,00","65.360,00","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","5475"
"1,13","81148","*PALLET DIAGEO  : 501-MM SP","501","UN 1","1","234,000","0,000","234,000","0,00","0,00","0,00","16.146,00","0,04","69,0000","69,0000","16.146,00","","-69,00","-16.146,00","1,46","-100,00","","16.146,00","0,04","69,0000","-16.146,00","-0,29","","0,000","0,000","0,000","0,00","43,0","1.863,0","5.850,000","0,18","5.850,000","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","234,000","69,00","16.146,00","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","3482"
"1,13","94756","*PALLET KIMBERLY  : 501-MM SP","501","UN 1","1","4.786,000","0,000","4.786,000","0,00","0,00","0,00","95.720,00","0,23","20,0000","20,0000","95.720,00","","-20,00","-95.720,00","8,65","-100,00","","95.720,00","0,23","20,0000","-95.720,00","-1,69","","0,000","0,000","0,000","0,00","104,0","657,0","119.650,000","3,63","119.650,000","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","4.786,000","18,85","90.234,66","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","3038"
"1,13","31155","*PALLET PERNOD  : 501-MM SP","501","UN 1","1","3.033,000","0,000","3.033,000","0,00","0,00","0,00","90.990,00","0,22","30,0000","30,0000","90.990,00","","-30,00","-90.990,00","8,22","-100,00","","90.990,00","0,22","30,0000","-90.990,00","-1,61","","0,000","0,000","0,000","0,00","79,0","556,0","75.825,000","2,30","75.825,000","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","3.033,000","30,00","90.990,00","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","5029"
"1,19","109593","ABS INTERNO INTIMUS 16UN L+ P- MEDIO : 501-MM SP","501","UN 1","1","1.731,000","0,000","1.731,000","28.578,81","0,06","16,51","23.828,84","0,06","13,7659","12,8200","22.199,48","1,62","0,27","463,15","-0,04","19,93","16,62","23.828,84","0,06","13,7659","4.178,40","0,07","14,62","0,000","0,000","27,550","62,83","1,0","27,0","117,708","0,00","117,708","3.715,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","571,58","0,00","0,00","471,55","2.171,99","0,00","7896007542864","1.731,000","12,80","22.156,52","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","10"
"1,23","109594","ABS INTERNO INTIMUS 16UN L+ P- SUPER : 501-MM SP","501","UN 1","1","1.245,000","0,000","1.245,000","20.554,95","0,04","16,51","17.138,59","0,04","13,7659","12,8200","15.966,70","1,62","0,27","333,11","-0,03","19,93","16,62","17.138,59","0,04","13,7659","3.005,26","0,05","14,62","0,000","0,000","22,300","55,83","22,0","22,0","84,660","0,00","84,660","2.672,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","411,10","0,00","0,00","339,16","1.562,18","0,00","7896007542871","1.245,000","12,79","15.922,86","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"1,43","14631","ABS INTERNO INTIMUS 8UN MEDIO : 501-MM SP","501","UN 1","1","11.155,000","0,000","11.155,000","97.271,60","0,20","8,72","82.083,69","0,20","7,3585","6,8500","76.465,41","0,61","0,05","597,17","-0,05","18,50","15,61","82.083,69","0,20","7,3585","13.242,48","0,23","13,61","0,000","0,000","312,350","35,71","1,0","4,0","301,185","0,01","301,185","12.645,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.945,43","0,00","0,00","1.604,98","7.392,64","0,00","7896007541867","11.155,000","6,83","76.151,15","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"1,55","14628","ABS INTERNO INTIMUS 8UN MINI : 501-MM SP","501","UN 1","1","6.502,000","0,000","6.502,000","56.697,44","0,12","8,72","47.844,75","0,12","7,3585","6,8500","44.569,97","0,61","0,05","348,08","-0,03","18,50","15,61","47.844,75","0,12","7,3585","7.718,75","0,14","13,61","0,000","0,000","114,850","56,61","1,0","71,0","175,554","0,01","175,554","7.370,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.133,95","0,00","0,00","935,51","4.309,01","0,00","7896007541898","6.502,000","6,83","44.379,02","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"1,72","14632","ABS INTERNO INTIMUS 8UN SUPER : 501-MM SP","501","UN 1","1","9.418,000","0,000","9.418,000","82.124,96","0,17","8,72","69.302,03","0,17","7,3585","6,8500","64.558,60","0,61","0,05","504,18","-0,05","18,50","15,61","69.302,03","0,17","7,3585","11.180,43","0,20","13,61","0,000","0,000","283,250","33,25","1,0","4,0","254,286","0,01","254,286","10.676,24","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.642,50","0,00","0,00","1.355,06","6.241,50","0,00","7896007541874","9.418,000","6,83","64.295,13","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"1,74","112869","ABS INTERNO INTIMUS APLIQUE 8UN MEDIO : 501-MM SP","501","UN 1","1","462,000","0,000","462,000","7.884,03","0,02","17,07","6.430,59","0,02","13,9190","12,9700","5.990,65","2,94","0,50","231,42","-0,02","22,60","18,44","6.430,59","0,02","13,9190","1.256,34","0,02","15,94","0,000","0,000","10,900","42,39","71,0","71,0","32,340","0,00","32,340","1.024,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","197,10","0,00","0,00","130,09","599,19","0,00","7896007549542","462,000","12,95","5.983,67","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"1,75","112870","ABS INTERNO INTIMUS APLIQUE 8UN SUPER : 501-MM SP","501","UN 1","1","189,000","0,000","189,000","3.225,29","0,01","17,07","2.630,69","0,01","13,9190","12,9700","2.450,72","2,94","0,50","94,67","-0,01","22,60","18,44","2.630,69","0,01","13,9190","513,96","0,01","15,94","0,000","0,000","2,900","65,17","133,0","133,0","13,230","0,00","13,230","419,29","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,63","0,00","0,00","53,22","245,12","0,00","7896007549559","189,000","12,77","2.414,35","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"1,92","84819","ABS INTIMUS 16UN L+ P- C/AB SECA : 501-MM SP","501","UN 1","1","11.120,000","0,000","11.120,000","81.176,00","0,17","7,30","69.637,00","0,17","6,2623","5,8200","64.746,74","-0,79","-0,06","-637,40","0,06","16,57","14,21","69.637,00","0,17","6,2623","9.915,48","0,18","12,21","0,000","0,000","183,000","60,77","1,0","22,0","1.289,920","0,04","1.289,920","10.552,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.623,52","0,00","0,00","1.339,40","6.169,38","0,00","7896007545100","11.120,000","5,80","64.447,08","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"2,11","83858","ABS INTIMUS 16UN L+ P- C/AB SUAVE : 501-MM SP","501","UN 1","1","12.130,000","0,000","12.130,000","88.549,00","0,19","7,30","75.961,94","0,19","6,2623","5,8200","70.627,52","-0,79","-0,06","-695,29","0,06","16,57","14,21","75.961,94","0,19","6,2623","10.816,08","0,19","12,21","0,000","0,000","289,100","41,96","1,0","71,0","1.407,080","0,04","1.407,080","11.511,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.770,98","0,00","0,00","1.461,06","6.729,72","0,00","7896007545094","12.130,000","5,80","70.300,94","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"2,12","116132","ABS INTIMUS 2 EM 1 8UN : 501-MM SP","501","UN 1","1","212,000","0,000","212,000","4.519,84","0,01","21,32","3.617,20","0,01","17,0623","15,8600","3.363,17","4,97","1,06","224,66","-0,02","24,95","19,97","3.617,20","0,01","17,0623","812,24","0,01","17,97","0,000","0,000","3,067","69,12","35,0","71,0","25,228","0,00","25,228","587,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","90,40","0,00","0,00","74,58","343,51","0,00","7896007551705","212,000","16,12","3.416,64","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
"2,58","90811","ABS INTIMUS 32UN L+ P- C/AB SECA : 501-MM SP","501","UN 1","1","15.700,000","0,000","15.700,000","219.486,00","0,46","13,98","188.884,28","0,46","12,0308","11,1900","175.619,84","-1,06","-0,15","-2.321,18","0,21","16,20","13,94","188.884,28","0,46","12,0308","26.212,00","0,46","11,94","0,000","0,000","220,083","71,34","1,0","21,0","4.050,600","0,12","4.050,600","28.533,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.389,72","0,00","0,00","3.621,52","16.680,94","0,00","7896007544059","15.700,000","11,13","174.807,79","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,17","90812","ABS INTIMUS 32UN L+ P- C/AB SUAVE : 501-MM SP","501","UN 1","1","20.065,000","0,000","20.065,000","280.508,70","0,59","13,98","241.398,92","0,59","12,0308","11,1900","224.446,63","-1,06","-0,15","-2.966,53","0,27","16,20","13,94","241.398,92","0,59","12,0308","33.499,60","0,59","11,94","0,000","0,000","347,250","57,78","1,0","21,0","5.176,770","0,16","5.176,770","36.466,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.610,17","0,00","0,00","4.628,39","21.318,66","0,00","7896007544042","20.065,000","11,13","223.409,09","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,24","1303","ABS INTIMUS 8UN C/AB SECA : 501-MM SP","501","UN 1","1","7.438,000","0,000","7.438,000","31.983,40","0,07","4,30","26.597,78","0,06","3,5759","3,3200","24.729,77","1,84","0,08","588,11","-0,05","20,25","16,84","26.597,78","0,06","3,5759","4.745,95","0,08","14,84","0,000","0,000","214,500","34,68","1,0","27,0","483,470","0,01","483,470","4.157,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","639,67","0,00","0,00","527,73","2.430,74","0,00","7896007540631","5.938,000","3,31","19.662,66","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,46","1306","ABS INTIMUS 8UN C/AB SUAVE : 501-MM SP","501","UN 1","1","23.797,000","0,000","23.797,000","102.327,10","0,22","4,30","85.096,45","0,21","3,5759","3,3200","79.119,96","1,84","0,08","1.881,58","-0,17","20,25","16,84","85.096,45","0,21","3,5759","15.184,10","0,27","14,84","0,000","0,000","828,300","28,73","1,0","4,0","1.546,805","0,05","1.546,805","13.302,52","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.046,54","0,00","0,00","1.688,40","7.776,86","0,00","7896007540617","20.797,000","3,31","68.866,15","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,53","1293","ABS INTIMUS 8UN S/AB SECA : 501-MM SP","501","UN 1","1","7.670,000","0,000","7.670,000","32.981,00","0,07","4,30","27.427,40","0,07","3,5759","3,3200","25.501,12","1,84","0,08","606,45","-0,05","20,25","16,84","27.427,40","0,07","3,5759","4.893,98","0,09","14,84","0,000","0,000","138,800","55,26","14,0","21,0","498,550","0,02","498,550","4.287,53","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","659,62","0,00","0,00","544,19","2.506,56","0,00","7896007540624","7.670,000","3,31","25.397,99","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,64","1296","ABS INTIMUS 8UN S/AB SUAVE : 501-MM SP","501","UN 1","1","12.262,000","0,000","12.262,000","52.726,60","0,11","4,30","43.848,08","0,11","3,5759","3,3200","40.768,54","1,84","0,08","969,53","-0,09","20,25","16,84","43.848,08","0,11","3,5759","7.823,99","0,14","14,84","0,000","0,000","223,100","54,96","1,0","73,0","797,030","0,02","797,030","6.854,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.054,53","0,00","0,00","869,99","4.007,22","0,00","7896007540600","12.262,000","3,31","40.602,18","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,67","114821","ABS INTIMUS ANTIBACTERIANA 14UN C/AB ULTRAFINO : 501-MM SP","501","UN 1","1","1.623,000","0,000","1.623,000","12.645,88","0,03","7,79","10.160,96","0,02","6,2606","5,8200","9.447,37","4,65","0,36","588,04","-0,05","24,46","19,65","10.160,96","0,02","6,2606","2.232,00","0,04","17,65","0,000","0,000","22,500","72,13","1,0","71,0","136,332","0,00","136,332","1.643,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","252,92","0,00","0,00","208,66","961,09","0,00","7896007551019","1.623,000","5,79","9.405,04","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"3,70","114822","ABS INTIMUS ANTIBACTERIANA 28UN C/B ULTRAFINO : 501-MM SP","501","UN 1","1","1.047,000","0,000","1.047,000","15.492,98","0,03","14,80","12.598,82","0,03","12,0333","11,1900","11.714,08","3,68","0,54","570,21","-0,05","22,97","18,68","12.598,82","0,03","12,0333","2.584,30","0,05","16,68","0,000","0,000","28,800","36,35","22,0","22,0","179,037","0,01","179,037","2.014,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","309,86","0,00","0,00","255,63","1.177,47","0,00","7896007551026","1.047,000","11,14","11.659,74","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"3,72","116943","ABS INTIMUS ANTIBACTERIANA 8UN C/AB ULTRAFINO : 501-MM SP","501","UN 1","1","1.521,000","0,000","1.521,000","7.407,27","0,02","4,87","6.342,17","0,02","4,1697","3,8800","5.896,78","-0,62","-0,03","-45,99","0,00","16,79","14,38","6.342,17","0,02","4,1697","916,95","0,02","12,38","0,000","0,000","11,800","128,90","132,0","132,0","80,613","0,00","80,613","962,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","148,15","0,00","0,00","122,22","562,95","0,00","7896007552122","1.521,000","3,86","5.869,63","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"3,99","114501","ABS INTIMUS NOT 16UN L+ P- C/AB SUAVE : 501-MM SP","501","UN 1","1","11.010,000","0,000","11.010,000","128.266,50","0,27","11,65","109.748,10","0,27","9,9680","9,2700","102.041,07","-0,56","-0,07","-721,57","0,07","16,87","14,44","109.748,10","0,27","9,9680","15.953,07","0,28","12,44","0,000","0,000","135,200","81,43","1,0","21,0","3.479,160","0,11","3.479,160","16.674,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.565,33","0,00","0,00","2.116,40","9.748,25","0,00","7896007550883","11.010,000","9,23","101.568,65","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"4,02","120439","ABS INTIMUS NOT 2 EM 1 8UN C/AB SUAVE : 501-MM SP","501","UN 1","1","1.164,000","0,000","1.164,000","13.960,24","0,03","11,99","11.377,48","0,03","9,7745","9,0900","10.576,43","4,50","0,54","628,33","-0,06","22,70","18,50","11.377,48","0,03","9,7745","2.443,16","0,04","17,50","0,000","0,000","2,600","447,69","71,0","71,0","572,688","0,02","477,240","1.814,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","139,60","0,00","0,00","230,34","1.060,98","0,00","7896007552535","1.164,000","9,28","10.796,40","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","29"
"4,40","114497","ABS INTIMUS NOT 30UN L+ P- C/AB SECA : 501-MM SP","501","UN 1","1","8.816,000","0,000","8.816,000","180.639,84","0,38","20,49","152.566,05","0,37","17,3056","16,0900","141.852,06","0,54","0,11","977,82","-0,09","18,40","15,54","152.566,05","0,37","17,3056","24.461,00","0,43","13,54","0,000","0,000","141,400","62,35","21,0","21,0","2.829,936","0,09","2.829,936","23.483,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.612,80","0,00","0,00","2.980,56","13.728,63","0,00","7896007550906","8.816,000","16,02","141.196,40","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"4,99","114496","ABS INTIMUS NOT 30UN L+ P- C/AB SUAVE : 501-MM SP","501","UN 1","1","13.724,000","0,000","13.724,000","281.204,76","0,59","20,49","237.501,86","0,58","17,3056","16,0900","220.823,24","0,54","0,11","1.522,18","-0,14","18,40","15,54","237.501,86","0,58","17,3056","38.078,80","0,67","13,54","0,000","0,000","229,533","59,79","21,0","21,0","4.405,404","0,13","4.405,404","36.556,62","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.624,10","0,00","0,00","4.639,88","21.371,56","0,00","7896007550890","13.724,000","16,02","219.802,58","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"5,25","1206","ABS INTIMUS NOT 8UN C/AB SECA : 501-MM SP","501","UN 1","1","18.729,000","0,000","18.729,000","123.985,98","0,26","6,62","103.716,35","0,25","5,5377","5,1500","96.432,96","1,35","0,09","1.671,73","-0,15","19,54","16,35","103.716,35","0,25","5,5377","17.789,91","0,31","14,35","0,000","0,000","250,000","74,92","4,0","4,0","1.573,236","0,05","1.573,236","16.118,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.479,72","0,00","0,00","2.045,77","9.422,93","0,00","7896007542437","18.729,000","5,12","95.985,49","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"5,64","1208","ABS INTIMUS NOT 8UN C/AB SUAVE : 501-MM SP","501","UN 1","1","27.813,000","0,000","27.813,000","184.122,06","0,39","6,62","154.021,19","0,38","5,5377","5,1500","143.205,19","1,35","0,09","2.482,56","-0,22","19,54","16,35","154.021,19","0,38","5,5377","26.418,43","0,47","14,35","0,000","0,000","594,200","46,81","1,0","21,0","2.336,292","0,07","2.336,292","23.935,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.682,44","0,00","0,00","3.038,01","13.993,28","0,00","7896007540662","27.813,000","5,12","142.541,32","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"5,68","114499","ABS INTIMUS NOT DISCRETO 14UN C/AB SUAVE : 501-MM SP","501","UN 1","1","1.740,000","0,000","1.740,000","20.253,60","0,04","11,64","17.344,14","0,04","9,9679","9,2700","16.126,15","-0,63","-0,07","-128,58","0,01","16,77","14,37","17.344,14","0,04","9,9679","2.504,38","0,04","12,37","0,000","0,000","36,400","47,80","27,0","27,0","236,640","0,01","236,640","2.632,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","405,07","0,00","0,00","334,18","1.539,27","0,00","7896007550807","1.740,000","9,23","16.051,73","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"5,75","114502","ABS INTIMUS NOT DISCRETO 28UN L+ P- C/AB SUAVE : 501-MM SP","501","UN 1","1","1.431,000","0,000","1.431,000","30.956,11","0,07","21,63","24.764,70","0,06","17,3059","16,0900","23.025,61","5,00","1,08","1.548,00","-0,14","25,00","20,00","24.764,70","0,06","17,3059","5.572,29","0,10","18,00","0,000","0,000","26,733","53,53","27,0","27,0","383,508","0,01","383,508","4.024,29","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","619,12","0,00","0,00","510,78","2.352,66","0,00","7896007550814","1.431,000","16,02","22.918,77","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"5,76","116133","ABS PLENITUD FEMME NOTURNO 8UN S/ABAS : 501-MM SP","501","UN 1","1","116,001","0,000","116,001","2.897,70","0,01","24,98","2.337,76","0,01","20,1529","18,8000","2.180,40","3,82","0,96","110,80","-0,01","23,95","19,32","2.337,76","0,01","20,1529","487,50","0,01","16,82","0,000","0,000","1,500","77,33","27,0","27,0","37,932","0,00","37,932","376,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","72,44","0,00","0,00","47,81","220,23","0,00","7896007551002","116,001","18,13","2.103,66","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","41"
